iter	RMSE
115	0.1115251663
116	0.11116164
117	0.1107414476
118	0.1103898524
119	0.1100096848
120	0.1097310662
121	0.1093936154
122	0.1089749427
123	0.1086694302
124	0.1083686519
125	0.1081280694
126	0.1078627298
127	0.1075234195
128	0.1072483363
129	0.1070065701
130	0.1068421714
131	0.1066440053
132	0.106386753
133	0.1061297616
134	0.1059442022
135	0.1057394237
136	0.1055293364
137	0.1054191047
138	0.1052740847
139	0.1051318702
140	0.1049518641
141	0.1047552747
142	0.1044700058
143	0.1042509875
144	0.1040245512
145	0.1037787268
146	0.1036417564
147	0.1035206389
148	0.1034684781
149	0.1033885942
150	0.1031560567
151	0.1030059527
152	0.1028628444
153	0.1027606263
154	0.1025760692
155	0.1025130101
156	0.1023783612
157	0.1021738292
158	0.1020285811
159	0.1019008749
160	0.1017773825
161	0.1016668456
162	0.1015412532
163	0.101398517
164	0.1013182676
165	0.1011997746
166	0.1011256649
167	0.1009332501
168	0.1008082489
169	0.1007641576
170	0.100687439
171	0.1005830559
172	0.100494314
173	0.10035559
174	0.1002920931
175	0.1001816153
176	0.1001067087
177	0.1000282402
178	0.09988241256
179	0.09980112787
180	0.0997813113
181	0.09974542878
182	0.09964581634
183	0.09961449595
184	0.09949307098
185	0.09942229039
186	0.09936038227
187	0.09932151171
188	0.09919731224
189	0.09915869504
190	0.09911999434
191	0.09903843133
192	0.09902507679
193	0.09897033628
194	0.0988734512
195	0.09880407463
196	0.09872371614
197	0.09869514499
198	0.09865895615
199	0.0985404883
200	0.09851708777
201	0.09850922972
202	0.09849245681
203	0.09842346464
204	0.09835261628
205	0.09832235801
206	0.09824604033
207	0.09819888312
208	0.09815840281
209	0.09811244186
210	0.09810016788
211	0.09805538504
212	0.09800471824
213	0.09797253583
214	0.09794249531
215	0.09791868749
216	0.09789132877
217	0.09780982784
218	0.0977962645
219	0.0977319735
220	0.09767536637
221	0.09763903214
222	0.09757078335
223	0.09751156859
224	0.09744706398
225	0.09743231056
226	0.09737514766
227	0.09730375727
228	0.09724790351
229	0.09720923411
230	0.09715745732
231	0.097118355
232	0.09707727084
233	0.09703850879
234	0.09701633332
235	0.09693187466
236	0.09687575697
237	0.09684819968
238	0.09681149042
239	0.09676884647
240	0.09674769774
241	0.09671324111
242	0.09666847479
243	0.09661478403
244	0.09659797245
245	0.09655487109
246	0.09649611338
247	0.0964411088
248	0.09636135294
249	0.09632734837
250	0.09627297462
251	0.09622678765
252	0.09620003223
253	0.09616479913
254	0.09615721531
255	0.09607787882
256	0.09604583388
257	0.09600581147
258	0.09594349673
259	0.09593586584
260	0.09589727182
261	0.095808653
262	0.09578884504
263	0.09574297426
264	0.0957309939
265	0.09568190885
266	0.09566950346
267	0.09563672156
268	0.09556486059
269	0.09554348517
270	0.09548152382
271	0.09546610676
272	0.09538261848
273	0.09537227328
274	0.09533240856
275	0.09530544552
276	0.09527213365
277	0.09523629995
278	0.09520400432
279	0.09517472289
280	0.095146839
281	0.0951084562
282	0.09505994826
283	0.09500421232
284	0.0949780893
285	0.09492368675
286	0.09488186385
287	0.09485200123
288	0.09482402709
289	0.09479797224
290	0.09476255493
291	0.09473494466
292	0.09469505663
293	0.09466210838
294	0.09464637336
295	0.09460673504
296	0.09456892015
297	0.09451870103
298	0.0944708126
299	0.09444638311
300	0.09443043697
301	0.09439024702
302	0.09435346216
303	0.09433707776
304	0.09430918669
305	0.09428202983
306	0.09426495923
307	0.0942326929
308	0.0942192603
309	0.09417209444
310	0.09412789681
311	0.09408627915
312	0.09407059436
313	0.09402667681
314	0.09398197901
315	0.09390830602
316	0.09389099011
317	0.09386406794
318	0.09382137601
319	0.0938149426
320	0.09380749644
321	0.09380011491
322	0.09371858966
323	0.09368148334
324	0.09366685294
325	0.09360972361
326	0.09357157291
327	0.09355432457
328	0.09351446038
329	0.09346350524
330	0.09341768457
331	0.09336065676
332	0.0933122897
333	0.09325500618
334	0.09324729351
335	0.09323753593
336	0.09321296594
337	0.09317812271
338	0.09313975974
339	0.09309354337
340	0.0930688573
341	0.09300696142
342	0.09297782306
343	0.09296904475
344	0.0929508035
345	0.09291506921
346	0.0929117164
347	0.09281469201
348	0.09275056103
349	0.0927318462
350	0.09269804784
351	0.09266363658
352	0.09264629764
353	0.09262109749
354	0.09258823635
355	0.09255595728
356	0.09251841405
357	0.09249019534
358	0.09248315792
359	0.09245559127
360	0.09245067323
361	0.09243270167
362	0.09239899301
363	0.09237537627
364	0.09236980222
365	0.09233208935
366	0.09231915016
367	0.09224458496
368	0.09222163767
369	0.09221042708
370	0.0921825029
371	0.09210770425
372	0.09202384602
373	0.0919852932
374	0.09195322133
375	0.0919425567
376	0.09191072526
377	0.0918955214
378	0.09187089078
379	0.09184607584
380	0.09178806529
381	0.09176369005
382	0.09172132857
383	0.09170517377
384	0.0916806808
385	0.09165049279
386	0.09160750214
387	0.09158830822
388	0.09154276581
389	0.09150166174
390	0.0914851826
391	0.0914705027
392	0.09144454272
393	0.09142706421
394	0.09138931024
395	0.09135585112
396	0.0913135722
397	0.09129191976
398	0.09128223063
399	0.09126818568
400	0.09122121607
401	0.09117883863
402	0.09116185485
403	0.09112770751
404	0.09109939514
405	0.09105373807
406	0.0910255268
407	0.09098701308
408	0.09096017021
409	0.09094682141
410	0.09087958929
411	0.09087275829
412	0.09086101061
413	0.09082780535
414	0.09079760455
415	0.09074824068
416	0.09073666682
417	0.09072434769
418	0.09070817277
419	0.09067029161
420	0.09065567656
421	0.09063263136
422	0.09060746074
423	0.09058208733
424	0.0905727608
425	0.09055268831
426	0.09049924053
427	0.09044136929
428	0.09040711545
429	0.09037042618
430	0.09034112486
431	0.09032043214
432	0.09029646969
433	0.09024782908
434	0.09023264414
435	0.09020630744
436	0.09016562416
437	0.09009167547
438	0.09006254852
439	0.09004628963
440	0.09002444119
441	0.09001429203
442	0.09000528059
443	0.08996199569
444	0.08994083864
445	0.0899259183
446	0.08990701887
447	0.08988411282
448	0.08983725714
449	0.08980963456
450	0.08979499449
451	0.089780069
452	0.08976131775
453	0.08974810656
454	0.0897351618
455	0.08970523431
456	0.08968826642
457	0.08964556475
458	0.08963363914
459	0.08959644822
460	0.0895809996
461	0.08956860236
462	0.08953746281
463	0.08952491261
464	0.08949738064
465	0.08943079415
466	0.08938377127
467	0.0893713271
468	0.08934750525
469	0.08933019283
470	0.08932118551
471	0.0893059482
472	0.08928561604
473	0.08925934963
474	0.08923762756
475	0.08922279309
476	0.08920456112
477	0.0891808719
478	0.08912854177
479	0.08910878606
480	0.08906175979
481	0.0889800657
482	0.08896819362
483	0.08895199298
484	0.08892303094
485	0.08889171902
486	0.08884812891
487	0.08882677604
488	0.08879842956
489	0.08877120106
490	0.08876151916
491	0.08874467693
492	0.08873416677
493	0.08870386436
494	0.08868972286
495	0.08865937796
496	0.08864179667
497	0.08859027457
498	0.08857089164
499	0.08852393011
500	0.08848865566
501	0.08848092244
502	0.08845800043
503	0.08844021791
504	0.08840942802
505	0.088390467
506	0.08837969579
507	0.08835441566
508	0.08831403339
509	0.08828604899
510	0.08827541036
511	0.08826110133
512	0.08824537361
513	0.08821925061
514	0.0882061465
515	0.0881881071
516	0.08817486746
517	0.08816587617
518	0.0881315022
519	0.08811382031
520	0.08808569821
521	0.08808000796
522	0.08806868801
523	0.08801176108
524	0.0879918242
525	0.08796174823
526	0.08791812229
527	0.08787323974
528	0.08784735052
529	0.08779702159
530	0.08775052952
531	0.08771680407
532	0.0876635789
533	0.08765204364
534	0.0876144801
535	0.08759227602
536	0.08756588996
537	0.08754181672
538	0.08753155758
539	0.08750627366
540	0.08747835361
541	0.08746307518
542	0.08743834159
543	0.08741461515
544	0.08736524108
545	0.08735369635
546	0.0873175829
547	0.08730390712
548	0.0872816114
549	0.08726830811
550	0.08725111828
551	0.0872321902
552	0.08722013319
553	0.08720764663
554	0.08719509662
555	0.08717598129
556	0.08713593155
557	0.08709042414
558	0.08705753428
559	0.08704662705
560	0.08703217518
561	0.08701409159
562	0.08698898481
563	0.08697364883
564	0.08696340027
565	0.08695479638
566	0.08693513163
567	0.08691202422
568	0.08689908187
569	0.08687818464
570	0.08685560155
571	0.08684734215
572	0.08682544546
573	0.08680837145
574	0.0867854977
575	0.08676690888
576	0.08673319734
577	0.0867108978
578	0.08668361137
579	0.08665388028
580	0.0866432045
581	0.08658989793
582	0.08657229216
583	0.08653926879
584	0.0865117615
585	0.0864985002
586	0.08648323786
587	0.0864540446
588	0.0864388577
589	0.08642742521
590	0.08639847249
591	0.08638635714
592	0.08635876209
593	0.08633175709
594	0.08628797447
595	0.08627522996
596	0.08626795356
597	0.08625745839
598	0.08622855391
599	0.08621041204
600	0.08616365721
601	0.08612469926
602	0.08611246386
603	0.08609368983
604	0.0860759302
605	0.08605040057
606	0.08600971528
607	0.08598885011
608	0.08596561854
609	0.0859353318
610	0.08592085061
611	0.08590049826
612	0.08588917825
613	0.0858656039
614	0.08583475108
615	0.0857918666
616	0.08577746756
617	0.08572653105
618	0.08570014901
619	0.08569238719
620	0.08568096181
621	0.08567246845
622	0.08566301485
623	0.08563708381
624	0.08562214483
625	0.08561166145
626	0.08556109839
627	0.08554449258
628	0.08552608467
629	0.08548954488
630	0.08547177762
631	0.08544308203
632	0.08542792021
633	0.08540597886
634	0.08538653869
635	0.08536468093
636	0.08533210189
637	0.08529822744
638	0.08528051906
639	0.08526225914
640	0.08524381565
641	0.08522119099
642	0.08518601106
643	0.08516867295
644	0.08514995795
645	0.08509780337
646	0.0850810233
647	0.08503628502
648	0.08502932158
649	0.08500321264
650	0.08496755816
651	0.08493811247
652	0.08491072845
653	0.08489373893
654	0.08488239377
655	0.08483879053
656	0.08482800787
657	0.08479126833
658	0.08478302992
659	0.08477344435
660	0.08473789204
661	0.08472693928
662	0.08471208906
663	0.08465128547
664	0.08464405913
665	0.0846231068
666	0.08458760792
667	0.08457348303
668	0.0845650105
669	0.08453110232
670	0.08449630578
671	0.08444936933
672	0.08444207208
673	0.08438309249
674	0.08435709607
675	0.08434939123
676	0.08433736841
677	0.0843296165
678	0.08431057453
679	0.08429720098
680	0.08428056551
681	0.08424490441
682	0.08422915958
683	0.0842129286
684	0.08418841145
685	0.08417512167
686	0.08415417942
687	0.08413674854
688	0.08412302967
689	0.08409383958
690	0.08406183011
691	0.08402370969
692	0.08401890846
693	0.08401043587
694	0.08398126681
695	0.08395585706
696	0.08392848355
697	0.08391186186
698	0.08389583741
699	0.08386452327
700	0.0838437944
701	0.08382598418
702	0.08379563122
703	0.08377501239
704	0.0837519097
705	0.08370323243
706	0.08369405004
707	0.0836752726
708	0.08365519919
709	0.08364732694
710	0.08363179402
711	0.0835871763
712	0.08357077472
713	0.08355061728
714	0.08352682545
715	0.08351431641
716	0.08349463133
717	0.08346343884
718	0.08345391645
719	0.08341976738
720	0.08339872698
721	0.08337735912
722	0.08335935218
723	0.08332026374
724	0.08331455273
725	0.08329705843
726	0.08327096736
727	0.08323134201
728	0.08322687913
729	0.08321298894
730	0.08319986023
731	0.08317423885
732	0.08311230685
733	0.08308731939
734	0.08305585996
735	0.0830313363
736	0.0830210318
737	0.08301632077
738	0.08299765442
739	0.08298064194
740	0.08296579413
741	0.08295697264
742	0.08292169134
743	0.08289668174
744	0.08287377356
745	0.08286162676
746	0.08284093538
747	0.08280056905
748	0.08278651433
749	0.08277754206
750	0.08274987088
751	0.08273219445
752	0.08266927557
753	0.08264191938
754	0.08260583334
755	0.08258279071
756	0.0825549935
757	0.08255000941
758	0.08250618231
759	0.08247826121
760	0.08244957782
761	0.08242503639
762	0.08238367256
763	0.08236421691
764	0.08235913366
765	0.08235100311
766	0.08233102875
767	0.08228088268
768	0.08224451364
769	0.08218813249
770	0.08218300489
771	0.08216261753
772	0.08215701303
773	0.08213470281
774	0.08211765671
775	0.08209311974
776	0.08206378834
777	0.08203445893
778	0.08202334167
779	0.08200201472
780	0.08195775379
781	0.0819523977
782	0.08190848237
783	0.08188239741
784	0.08186169364
785	0.08183341839
786	0.08178994978
787	0.08176835795
788	0.08176426113
789	0.08175046115
790	0.08170790229
791	0.08166833832
792	0.08165797299
793	0.08164963654
794	0.08164121114
795	0.08160307381
796	0.0815620665
797	0.0815318056
798	0.08151437312
799	0.08148433323
800	0.08146952097
801	0.08144607502
802	0.08142754468
803	0.08137690877
804	0.08136416505
805	0.08135346412
806	0.08131063699
807	0.08127802154
808	0.08125138923
809	0.08123294328
810	0.08122506366
811	0.0812218842
812	0.08118297582
813	0.08116453398
814	0.08113706343
815	0.08112678354
816	0.0811230779
817	0.08111968151
818	0.0811124691
819	0.08109739969
820	0.08104410645
821	0.08102473312
822	0.08099178138
823	0.08096960893
824	0.08093677143
825	0.08091375721
826	0.08090084828
827	0.08086874389
828	0.08085065122
829	0.08082340677
830	0.0807692462
831	0.08072035885
832	0.08070464808
833	0.08067888614
834	0.08067455228
835	0.08065308428
836	0.08063226958
837	0.0805774697
838	0.08054664151
839	0.08051256189
840	0.08049874814
841	0.08048883457
842	0.08045735775
843	0.08043456352
844	0.08043091476
845	0.08041065175
846	0.08037512747
847	0.08032242126
848	0.08030046284
849	0.08027656181
850	0.08026471377
851	0.08022454322
852	0.08019949902
853	0.08017913957
854	0.08014024793
855	0.0801229205
856	0.08006424765
857	0.08004983068
858	0.08003319382
859	0.0800260253
860	0.07996670872
861	0.07995228453
862	0.07993762478
863	0.07990892807
864	0.07989964773
865	0.07989025585
866	0.07985900542
867	0.07983401135
868	0.07980773909
869	0.07979431621
870	0.07978464112
871	0.07976525766
872	0.07973416163
873	0.07971167202
874	0.07968886112
875	0.07966205051
876	0.07963402839
877	0.07956886913
878	0.07955741076
879	0.07953666176
880	0.07952281919
881	0.07950619567
882	0.07949241225
883	0.07946179977
884	0.07944956237
885	0.07942341738
886	0.07940263598
887	0.07939266007
888	0.07937707726
889	0.07935991413
890	0.07932798414
891	0.07932296672
892	0.07930758173
893	0.0792932837
894	0.07925866338
895	0.07923558354
896	0.0792181584
897	0.07920116851
898	0.07916334309
899	0.0791436605
900	0.07911824048
901	0.07909534928
902	0.0790590806
903	0.07904342984
904	0.07903503303
905	0.07902866497
906	0.07900007641
907	0.07895214716
908	0.07893231761
909	0.07892302653
910	0.07889273176
911	0.07888150418
912	0.07887251994
913	0.07884077973
914	0.07882731353
915	0.07874427236
916	0.07872929643
917	0.07868762013
918	0.07866036883
919	0.078621643
920	0.07861127434
921	0.07860029608
922	0.07858981467
923	0.07857227818
924	0.07852470321
925	0.07851022977
926	0.07849258237
927	0.07844582634
928	0.07837174288
929	0.07836117964
930	0.07833946447
931	0.07831822905
932	0.07828986813
933	0.07826580942
934	0.07826060599
935	0.07824509396
936	0.07822004683
937	0.07820503747
938	0.07819286207
939	0.07814904103
940	0.07812036173
941	0.07810127765
942	0.07807465089
943	0.07805087647
944	0.07804339396
945	0.07799822133
946	0.0779801869
947	0.07795613086
948	0.07792714153
949	0.07792095009
950	0.0778834249
951	0.0778402624
952	0.0778217881
953	0.07779232733
954	0.07777923046
955	0.07777333385
956	0.0777591282
957	0.07775276568
958	0.07772322921
959	0.0777000224
960	0.07767471067
961	0.07765690042
962	0.07764608698
963	0.07763723395
964	0.07761639008
965	0.07759679339
966	0.07758377968
967	0.07753644282
968	0.07752038153
969	0.07748286897
970	0.07747212516
971	0.07746456944
972	0.07741318825
973	0.07738654519
974	0.07738283467
975	0.0773510329
976	0.07734272179
977	0.07731316264
978	0.07729444843
979	0.0772803585
980	0.07725977285
981	0.07723163992
982	0.07719991125
983	0.07716540878
984	0.07711488323
985	0.07710095401
986	0.07705244797
987	0.07703460435
988	0.07700790568
989	0.07699896492
990	0.07698734661
991	0.07697154648
992	0.07694775536
993	0.07691603784
994	0.07690119301
995	0.07687134682
996	0.07683305129
997	0.07682848433
998	0.07681234346
999	0.0767479063
